       1.0000         0.0000    
       1.0000        0.81437    
       1.3333        0.81437    
       1.3333         0.0000    
  
       1.3333         0.0000    
       1.3333        0.77770    
       1.6667        0.77770    
       1.6667         0.0000    
  
       1.6667         0.0000    
       1.6667        0.67887    
       2.0000        0.67887    
       2.0000         0.0000    
  
  
       2.0000         0.0000    
       2.0000        0.45256    
       2.3333        0.45256    
       2.3333         0.0000    
  
       2.3333         0.0000    
       2.3333        0.38077    
       2.6667        0.38077    
       2.6667         0.0000    
  
       2.6667         0.0000    
       2.6667        0.46904    
       3.0000        0.46904    
       3.0000         0.0000    
  
  
       3.0000         0.0000    
       3.0000        0.40847    
       3.3333        0.40847    
       3.3333         0.0000    
  
       3.3333         0.0000    
       3.3333        0.41771    
       3.6667        0.41771    
       3.6667         0.0000    
  
       3.6667         0.0000    
       3.6667        0.43824    
       4.0000        0.43824    
       4.0000         0.0000    
  
  
